mechanism,p,threshold,bonus,audit_pi,side_interest,strategy,report,expected_payoff,deviation_gain,audit_score_variance
separated_audit,0.3,0.3,1,0.01,4,deflated,0.15,0.7675000000000001,-4.0225,68.60656875000001
separated_audit,0.3,0.3,1,0.01,4,threshold,0.3,4.79,0.0,65.14590000000001
separated_audit,0.3,0.3,1,0.01,4,best_grid,0.3,4.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,1,0.05,0,truthful,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,0,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,1,0.05,0,deflated,0.15,0.0,-1.79,13.25006875
coupled_winner,0.3,0.3,1,0.05,0,threshold,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,0,best_grid,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,0,truthful,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,0,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_audit,0.3,0.3,1,0.05,0,deflated,0.15,0.7675000000000001,-1.0225,13.25006875
coupled_audit,0.3,0.3,1,0.05,0,threshold,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,0,best_grid,0.3,1.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,0,truthful,0.3,0.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,0,inflated,0.44999999999999996,0.7675000000000001,-0.022499999999999964,11.23406875
separated_audit,0.3,0.3,1,0.05,0,deflated,0.15,0.7675000000000001,-0.022499999999999964,13.25006875
separated_audit,0.3,0.3,1,0.05,0,threshold,0.3,0.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,0,best_grid,0.3,0.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,0.25,truthful,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,0.25,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,1,0.05,0.25,deflated,0.15,0.0,-1.79,13.25006875
coupled_winner,0.3,0.3,1,0.05,0.25,threshold,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,0.25,best_grid,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,0.25,truthful,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,0.25,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_audit,0.3,0.3,1,0.05,0.25,deflated,0.15,0.7675000000000001,-1.0225,13.25006875
coupled_audit,0.3,0.3,1,0.05,0.25,threshold,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,0.25,best_grid,0.3,1.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,0.25,truthful,0.3,1.04,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,0.25,inflated,0.44999999999999996,1.0175,-0.022499999999999964,11.23406875
separated_audit,0.3,0.3,1,0.05,0.25,deflated,0.15,0.7675000000000001,-0.27249999999999996,13.25006875
separated_audit,0.3,0.3,1,0.05,0.25,threshold,0.3,1.04,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,0.25,best_grid,0.3,1.04,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,1,truthful,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,1,0.05,1,deflated,0.15,0.0,-1.79,13.25006875
coupled_winner,0.3,0.3,1,0.05,1,threshold,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,1,best_grid,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,1,truthful,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_audit,0.3,0.3,1,0.05,1,deflated,0.15,0.7675000000000001,-1.0225,13.25006875
coupled_audit,0.3,0.3,1,0.05,1,threshold,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,1,best_grid,0.3,1.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,1,truthful,0.3,1.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
separated_audit,0.3,0.3,1,0.05,1,deflated,0.15,0.7675000000000001,-1.0225,13.25006875
separated_audit,0.3,0.3,1,0.05,1,threshold,0.3,1.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,1,best_grid,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,4,truthful,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,4,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,1,0.05,4,deflated,0.15,0.0,-1.79,13.25006875
coupled_winner,0.3,0.3,1,0.05,4,threshold,0.3,1.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.05,4,best_grid,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,4,truthful,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,4,inflated,0.44999999999999996,1.7675,-0.022499999999999964,11.23406875
coupled_audit,0.3,0.3,1,0.05,4,deflated,0.15,0.7675000000000001,-1.0225,13.25006875
coupled_audit,0.3,0.3,1,0.05,4,threshold,0.3,1.79,0.0,12.5299
coupled_audit,0.3,0.3,1,0.05,4,best_grid,0.3,1.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,4,truthful,0.3,4.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,4,inflated,0.44999999999999996,4.7675,-0.022499999999999964,11.23406875
separated_audit,0.3,0.3,1,0.05,4,deflated,0.15,0.7675000000000001,-4.0225,13.25006875
separated_audit,0.3,0.3,1,0.05,4,threshold,0.3,4.79,0.0,12.5299
separated_audit,0.3,0.3,1,0.05,4,best_grid,0.3,4.79,0.0,12.5299
coupled_winner,0.3,0.3,1,0.2,0,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,0,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_winner,0.3,0.3,1,0.2,0,deflated,0.15,0.0,-1.79,2.870725
coupled_winner,0.3,0.3,1,0.2,0,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,0,best_grid,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,0,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,0,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_audit,0.3,0.3,1,0.2,0,deflated,0.15,0.7675000000000001,-1.0225,2.870725
coupled_audit,0.3,0.3,1,0.2,0,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,0,best_grid,0.3,1.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,0,truthful,0.3,0.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,0,inflated,0.44999999999999996,0.7675000000000001,-0.022499999999999964,2.366725
separated_audit,0.3,0.3,1,0.2,0,deflated,0.15,0.7675000000000001,-0.022499999999999964,2.870725
separated_audit,0.3,0.3,1,0.2,0,threshold,0.3,0.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,0,best_grid,0.3,0.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,0.25,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,0.25,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_winner,0.3,0.3,1,0.2,0.25,deflated,0.15,0.0,-1.79,2.870725
coupled_winner,0.3,0.3,1,0.2,0.25,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,0.25,best_grid,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,0.25,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,0.25,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_audit,0.3,0.3,1,0.2,0.25,deflated,0.15,0.7675000000000001,-1.0225,2.870725
coupled_audit,0.3,0.3,1,0.2,0.25,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,0.25,best_grid,0.3,1.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,0.25,truthful,0.3,1.04,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,0.25,inflated,0.44999999999999996,1.0175,-0.022499999999999964,2.366725
separated_audit,0.3,0.3,1,0.2,0.25,deflated,0.15,0.7675000000000001,-0.27249999999999996,2.870725
separated_audit,0.3,0.3,1,0.2,0.25,threshold,0.3,1.04,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,0.25,best_grid,0.3,1.04,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,1,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_winner,0.3,0.3,1,0.2,1,deflated,0.15,0.0,-1.79,2.870725
coupled_winner,0.3,0.3,1,0.2,1,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,1,best_grid,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,1,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_audit,0.3,0.3,1,0.2,1,deflated,0.15,0.7675000000000001,-1.0225,2.870725
coupled_audit,0.3,0.3,1,0.2,1,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,1,best_grid,0.3,1.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,1,truthful,0.3,1.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
separated_audit,0.3,0.3,1,0.2,1,deflated,0.15,0.7675000000000001,-1.0225,2.870725
separated_audit,0.3,0.3,1,0.2,1,threshold,0.3,1.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,1,best_grid,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,4,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,4,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_winner,0.3,0.3,1,0.2,4,deflated,0.15,0.0,-1.79,2.870725
coupled_winner,0.3,0.3,1,0.2,4,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,0.2,4,best_grid,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,4,truthful,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,4,inflated,0.44999999999999996,1.7675,-0.022499999999999964,2.366725
coupled_audit,0.3,0.3,1,0.2,4,deflated,0.15,0.7675000000000001,-1.0225,2.870725
coupled_audit,0.3,0.3,1,0.2,4,threshold,0.3,1.79,0.0,2.6643999999999997
coupled_audit,0.3,0.3,1,0.2,4,best_grid,0.3,1.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,4,truthful,0.3,4.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,4,inflated,0.44999999999999996,4.7675,-0.022499999999999964,2.366725
separated_audit,0.3,0.3,1,0.2,4,deflated,0.15,0.7675000000000001,-4.0225,2.870725
separated_audit,0.3,0.3,1,0.2,4,threshold,0.3,4.79,0.0,2.6643999999999997
separated_audit,0.3,0.3,1,0.2,4,best_grid,0.3,4.79,0.0,2.6643999999999997
coupled_winner,0.3,0.3,1,1,0,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,0,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_winner,0.3,0.3,1,1,0,deflated,0.15,0.0,-1.79,0.10289999999999999
coupled_winner,0.3,0.3,1,1,0,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,0,best_grid,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,0,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,0,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_audit,0.3,0.3,1,1,0,deflated,0.15,0.7675000000000001,-1.0225,0.10289999999999999
coupled_audit,0.3,0.3,1,1,0,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,0,best_grid,0.3,1.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,0,truthful,0.3,0.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,0,inflated,0.44999999999999996,0.7675000000000001,-0.022499999999999964,0.0020999999999999908
separated_audit,0.3,0.3,1,1,0,deflated,0.15,0.7675000000000001,-0.022499999999999964,0.10289999999999999
separated_audit,0.3,0.3,1,1,0,threshold,0.3,0.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,0,best_grid,0.3,0.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,0.25,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,0.25,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_winner,0.3,0.3,1,1,0.25,deflated,0.15,0.0,-1.79,0.10289999999999999
coupled_winner,0.3,0.3,1,1,0.25,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,0.25,best_grid,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,0.25,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,0.25,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_audit,0.3,0.3,1,1,0.25,deflated,0.15,0.7675000000000001,-1.0225,0.10289999999999999
coupled_audit,0.3,0.3,1,1,0.25,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,0.25,best_grid,0.3,1.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,0.25,truthful,0.3,1.04,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,0.25,inflated,0.44999999999999996,1.0175,-0.022499999999999964,0.0020999999999999908
separated_audit,0.3,0.3,1,1,0.25,deflated,0.15,0.7675000000000001,-0.27249999999999996,0.10289999999999999
separated_audit,0.3,0.3,1,1,0.25,threshold,0.3,1.04,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,0.25,best_grid,0.3,1.04,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,1,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_winner,0.3,0.3,1,1,1,deflated,0.15,0.0,-1.79,0.10289999999999999
coupled_winner,0.3,0.3,1,1,1,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,1,best_grid,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,1,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_audit,0.3,0.3,1,1,1,deflated,0.15,0.7675000000000001,-1.0225,0.10289999999999999
coupled_audit,0.3,0.3,1,1,1,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,1,best_grid,0.3,1.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,1,truthful,0.3,1.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
separated_audit,0.3,0.3,1,1,1,deflated,0.15,0.7675000000000001,-1.0225,0.10289999999999999
separated_audit,0.3,0.3,1,1,1,threshold,0.3,1.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,1,best_grid,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,4,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,4,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_winner,0.3,0.3,1,1,4,deflated,0.15,0.0,-1.79,0.10289999999999999
coupled_winner,0.3,0.3,1,1,4,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,1,1,4,best_grid,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,4,truthful,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,4,inflated,0.44999999999999996,1.7675,-0.022499999999999964,0.0020999999999999908
coupled_audit,0.3,0.3,1,1,4,deflated,0.15,0.7675000000000001,-1.0225,0.10289999999999999
coupled_audit,0.3,0.3,1,1,4,threshold,0.3,1.79,0.0,0.03359999999999996
coupled_audit,0.3,0.3,1,1,4,best_grid,0.3,1.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,4,truthful,0.3,4.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,4,inflated,0.44999999999999996,4.7675,-0.022499999999999964,0.0020999999999999908
separated_audit,0.3,0.3,1,1,4,deflated,0.15,0.7675000000000001,-4.0225,0.10289999999999999
separated_audit,0.3,0.3,1,1,4,threshold,0.3,4.79,0.0,0.03359999999999996
separated_audit,0.3,0.3,1,1,4,best_grid,0.3,4.79,0.0,0.03359999999999996
coupled_winner,0.3,0.3,2,0.01,0,truthful,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,0,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_winner,0.3,0.3,2,0.01,0,deflated,0.15,0.0,-2.79,68.60656875000001
coupled_winner,0.3,0.3,2,0.01,0,threshold,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,0,best_grid,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,0,truthful,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,0,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_audit,0.3,0.3,2,0.01,0,deflated,0.15,0.7675000000000001,-2.0225,68.60656875000001
coupled_audit,0.3,0.3,2,0.01,0,threshold,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,0,best_grid,0.3,2.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,0,truthful,0.3,0.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,0,inflated,0.44999999999999996,0.7675000000000001,-0.022499999999999964,58.52656875
separated_audit,0.3,0.3,2,0.01,0,deflated,0.15,0.7675000000000001,-0.022499999999999964,68.60656875000001
separated_audit,0.3,0.3,2,0.01,0,threshold,0.3,0.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,0,best_grid,0.3,0.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,0.25,truthful,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,0.25,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_winner,0.3,0.3,2,0.01,0.25,deflated,0.15,0.0,-2.79,68.60656875000001
coupled_winner,0.3,0.3,2,0.01,0.25,threshold,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,0.25,best_grid,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,0.25,truthful,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,0.25,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_audit,0.3,0.3,2,0.01,0.25,deflated,0.15,0.7675000000000001,-2.0225,68.60656875000001
coupled_audit,0.3,0.3,2,0.01,0.25,threshold,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,0.25,best_grid,0.3,2.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,0.25,truthful,0.3,1.04,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,0.25,inflated,0.44999999999999996,1.0175,-0.022499999999999964,58.52656875
separated_audit,0.3,0.3,2,0.01,0.25,deflated,0.15,0.7675000000000001,-0.27249999999999996,68.60656875000001
separated_audit,0.3,0.3,2,0.01,0.25,threshold,0.3,1.04,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,0.25,best_grid,0.3,1.04,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,1,truthful,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,1,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_winner,0.3,0.3,2,0.01,1,deflated,0.15,0.0,-2.79,68.60656875000001
coupled_winner,0.3,0.3,2,0.01,1,threshold,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,1,best_grid,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,1,truthful,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,1,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_audit,0.3,0.3,2,0.01,1,deflated,0.15,0.7675000000000001,-2.0225,68.60656875000001
coupled_audit,0.3,0.3,2,0.01,1,threshold,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,1,best_grid,0.3,2.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,1,truthful,0.3,1.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,1,inflated,0.44999999999999996,1.7675,-0.022499999999999964,58.52656875
separated_audit,0.3,0.3,2,0.01,1,deflated,0.15,0.7675000000000001,-1.0225,68.60656875000001
separated_audit,0.3,0.3,2,0.01,1,threshold,0.3,1.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,1,best_grid,0.3,1.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,4,truthful,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,4,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_winner,0.3,0.3,2,0.01,4,deflated,0.15,0.0,-2.79,68.60656875000001
coupled_winner,0.3,0.3,2,0.01,4,threshold,0.3,2.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.01,4,best_grid,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,4,truthful,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,4,inflated,0.44999999999999996,2.7675,-0.022499999999999964,58.52656875
coupled_audit,0.3,0.3,2,0.01,4,deflated,0.15,0.7675000000000001,-2.0225,68.60656875000001
coupled_audit,0.3,0.3,2,0.01,4,threshold,0.3,2.79,0.0,65.14590000000001
coupled_audit,0.3,0.3,2,0.01,4,best_grid,0.3,2.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,4,truthful,0.3,4.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,4,inflated,0.44999999999999996,4.7675,-0.022499999999999964,58.52656875
separated_audit,0.3,0.3,2,0.01,4,deflated,0.15,0.7675000000000001,-4.0225,68.60656875000001
separated_audit,0.3,0.3,2,0.01,4,threshold,0.3,4.79,0.0,65.14590000000001
separated_audit,0.3,0.3,2,0.01,4,best_grid,0.3,4.79,0.0,65.14590000000001
coupled_winner,0.3,0.3,2,0.05,0,truthful,0.3,2.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,0,inflated,0.44999999999999996,2.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,2,0.05,0,deflated,0.15,0.0,-2.79,13.25006875
coupled_winner,0.3,0.3,2,0.05,0,threshold,0.3,2.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,0,best_grid,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,0,truthful,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,0,inflated,0.44999999999999996,2.7675,-0.022499999999999964,11.23406875
coupled_audit,0.3,0.3,2,0.05,0,deflated,0.15,0.7675000000000001,-2.0225,13.25006875
coupled_audit,0.3,0.3,2,0.05,0,threshold,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,0,best_grid,0.3,2.79,0.0,12.5299
separated_audit,0.3,0.3,2,0.05,0,truthful,0.3,0.79,0.0,12.5299
separated_audit,0.3,0.3,2,0.05,0,inflated,0.44999999999999996,0.7675000000000001,-0.022499999999999964,11.23406875
separated_audit,0.3,0.3,2,0.05,0,deflated,0.15,0.7675000000000001,-0.022499999999999964,13.25006875
separated_audit,0.3,0.3,2,0.05,0,threshold,0.3,0.79,0.0,12.5299
separated_audit,0.3,0.3,2,0.05,0,best_grid,0.3,0.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,0.25,truthful,0.3,2.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,0.25,inflated,0.44999999999999996,2.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,2,0.05,0.25,deflated,0.15,0.0,-2.79,13.25006875
coupled_winner,0.3,0.3,2,0.05,0.25,threshold,0.3,2.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,0.25,best_grid,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,0.25,truthful,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,0.25,inflated,0.44999999999999996,2.7675,-0.022499999999999964,11.23406875
coupled_audit,0.3,0.3,2,0.05,0.25,deflated,0.15,0.7675000000000001,-2.0225,13.25006875
coupled_audit,0.3,0.3,2,0.05,0.25,threshold,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,0.25,best_grid,0.3,2.79,0.0,12.5299
separated_audit,0.3,0.3,2,0.05,0.25,truthful,0.3,1.04,0.0,12.5299
separated_audit,0.3,0.3,2,0.05,0.25,inflated,0.44999999999999996,1.0175,-0.022499999999999964,11.23406875
separated_audit,0.3,0.3,2,0.05,0.25,deflated,0.15,0.7675000000000001,-0.27249999999999996,13.25006875
separated_audit,0.3,0.3,2,0.05,0.25,threshold,0.3,1.04,0.0,12.5299
separated_audit,0.3,0.3,2,0.05,0.25,best_grid,0.3,1.04,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,1,truthful,0.3,2.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,1,inflated,0.44999999999999996,2.7675,-0.022499999999999964,11.23406875
coupled_winner,0.3,0.3,2,0.05,1,deflated,0.15,0.0,-2.79,13.25006875
coupled_winner,0.3,0.3,2,0.05,1,threshold,0.3,2.79,0.0,12.5299
coupled_winner,0.3,0.3,2,0.05,1,best_grid,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,1,truthful,0.3,2.79,0.0,12.5299
coupled_audit,0.3,0.3,2,0.05,1,inflated,0.44999999999999996,2.7675,-0.022499999999999964,11.23406875
